day,home,inpatient_ward,intensive_care_unit,death,recovered
6,870,36,7,0,42
7,828,35,8,0,59
8,784,38,9,1,69
9,781,44,9,0,45
10,772,45,12,0,43
11,776,42,14,0,45
12,754,40,12,0,43
13,712,41,11,1,48
14,687,36,12,0,35
15,670,34,14,0,52
16,648,32,13,0,33
17,605,29,13,0,55
18,542,34,12,0,59
19,494,33,11,0,56
20,488,36,11,0,33
21,454,38,10,0,34
22,432,33,10,1,33
23,405,38,9,0,28
24,378,40,9,0,35
25,376,35,9,0,25
26,349,34,10,0,41
27,316,38,11,0,28
28,284,40,13,0,29
0,875,21,13,0,3
1,892,21,13,1,24
2,866,34,11,0,40
3,844,38,10,1,44
4,818,36,11,0,63
5,786,43,10,0,59
6,746,42,10,0,56
7,699,39,13,0,55
8,686,41,11,0,50
9,705,42,10,0,38
10,647,41,11,0,64
11,677,31,13,0,48
12,652,34,15,0,35
13,613,33,15,0,51
14,587,33,13,2,36
15,554,34,11,0,35
16,529,32,15,0,46
17,500,37,14,0,32
18,474,36,16,0,27
19,444,37,16,0,35
20,420,32,18,0,38
21,399,27,19,1,25
22,373,28,18,0,29
23,337,30,15,3,34
24,316,30,14,0,27
25,292,26,17,0,29
26,245,32,15,0,49
27,219,33,15,0,27
28,207,29,15,0,17
0,857,16,12,0,11
1,907,14,14,0,33
2,928,19,14,0,30
3,919,24,10,1,43
4,889,30,10,0,62
5,822,34,10,0,69
6,794,38,8,0,48
7,808,42,6,1,62
8,774,42,7,0,59
9,731,38,11,0,50
10,700,37,12,0,47
11,651,37,11,0,59
12,629,29,14,0,43
13,603,28,14,0,40
14,570,31,14,0,32
15,550,29,17,0,33
16,517,30,17,1,41
17,478,32,17,0,45
18,436,33,17,0,48
19,421,35,15,0,32
20,405,29,16,0,30
21,365,29,14,1,43
22,344,33,13,1,36
23,319,33,10,0,37
24,293,31,9,0,33
25,279,28,9,0,18
26,258,26,13,0,22
27,225,30,13,0,32
28,211,28,12,0,18
0,871,21,12,0,9
1,863,20,14,2,32
2,871,23,15,0,39
3,885,27,13,1,43
4,864,30,12,1,60
5,825,34,14,0,66
6,839,36,18,0,39
7,813,39,17,0,42
8,774,39,14,2,51
9,745,42,11,0,59
10,711,43,11,2,53
11,671,43,12,0,48
12,636,39,12,2,51
13,604,40,12,0,38
14,590,33,16,0,28
15,554,36,16,0,37
16,540,29,15,1,36
17,498,27,18,0,49
18,466,32,17,1,49
19,444,36,13,0,31
20,422,35,10,0,35
21,380,28,14,0,48
22,356,28,13,0,31
23,329,28,13,1,37
24,298,27,14,0,39
25,267,30,13,0,34
26,254,28,13,1,16
27,235,26,14,0,22
28,217,30,12,0,17
0,862,21,8,2,4
1,868,16,9,0,26
2,850,17,10,0,45
3,871,24,7,0,45
4,846,31,7,0,60
5,794,37,7,0,62
6,766,37,9,0,48
7,767,39,10,0,61
8,730,39,10,0,50
9,689,44,11,0,49
10,654,45,10,0,45
11,642,42,14,0,43
12,602,40,17,0,51
13,562,40,16,0,52
14,533,43,15,0,35
15,505,41,17,0,31
16,497,40,17,1,36
17,473,35,16,0,34
18,427,35,16,0,49
19,402,34,14,0,37
20,386,29,14,1,20
21,365,24,18,0,28
22,324,29,19,0,44
23,301,34,12,1,27
24,281,30,13,0,29
25,258,31,12,0,24
26,229,33,10,0,29
27,218,27,11,0,16
0,888,25,13,0,1
1,927,18,12,1,31
2,946,22,12,0,34
3,927,29,8,0,34
4,911,34,7,2,55
5,883,42,6,0,61
6,874,45,6,0,63
7,825,44,7,0,59
8,786,44,10,0,58
9,777,41,10,0,52
10,744,42,13,0,44
11,720,34,19,0,52
12,694,40,16,0,41
13,665,43,15,0,43
14,649,35,17,0,37
15,601,34,17,0,55
16,555,33,18,2,54
17,513,36,17,0,42
18,478,40,19,0,34
19,457,42,17,0,22
20,425,40,18,0,39
21,386,40,19,0,44
22,357,32,20,0,39
23,327,30,20,1,35
24,308,31,20,0,32
25,300,31,16,0,19
26,269,31,17,0,31
27,252,30,16,0,24
28,253,31,16,1,25
0,872,22,13,0,5
1,898,16,13,0,30
2,917,20,12,0,48
3,935,24,9,0,49
4,955,27,10,0,50
5,909,29,13,0,64
6,874,35,10,0,66
7,854,35,8,1,45
8,843,37,6,1,42
9,811,45,4,0,51
10,791,41,7,0,50
11,756,40,9,0,42
12,754,42,7,0,48
13,726,34,13,0,45
14,725,26,15,2,32
15,699,27,12,0,39
16,710,34,12,0,40
17,658,35,14,0,60
18,616,38,14,0,47
19,561,48,14,0,58
20,516,44,18,0,47
21,487,44,17,0,33
22,445,49,16,1,43
23,408,49,15,1,38
24,378,50,11,1,40
25,347,49,11,1,32
26,333,42,11,1,26
27,311,42,13,0,27
28,296,36,12,0,23
0,891,24,11,0,5
1,910,22,13,0,32
2,920,19,16,0,34
3,926,19,12,1,31
4,900,21,10,1,63
5,852,30,8,0,62
6,906,35,6,0,59
7,862,35,7,0,59
8,857,36,6,1,46
9,800,42,6,0,56
10,767,42,4,0,46
11,743,40,8,0,60
12,717,42,7,0,43
13,677,50,8,0,39
14,649,52,9,1,29
15,613,42,13,0,48
16,576,42,15,0,38
17,543,44,16,0,42
18,529,38,17,0,36
19,502,32,18,2,46
20,456,37,20,0,39
21,413,39,22,0,41
22,385,37,22,0,38
23,348,42,22,0,38
24,318,41,19,1,40
25,302,39,15,1,24
26,271,30,17,0,42
27,261,33,15,0,19
28,241,35,12,2,20
0,890,22,9,1,4
1,888,16,11,0,28
2,886,20,11,0,37
3,864,30,7,1,46
4,836,31,8,0,67
5,849,34,7,0,66
6,836,37,8,1,43
7,822,35,8,1,46
8,790,39,8,0,64
9,737,44,8,0,64
10,717,44,10,0,48
11,690,39,12,0,55
12,672,39,10,1,35
13,640,36,12,0,39
14,630,34,14,0,25
15,591,32,15,0,50
16,573,32,16,0,32
17,547,33,16,0,35
18,521,28,16,0,34
19,486,25,18,0,41
20,443,26,17,1,52
21,402,26,17,0,49
22,358,31,15,0,44
23,323,33,14,0,37
24,297,34,12,1,27
25,274,32,14,1,29
26,250,29,12,0,30
27,232,32,8,0,22
28,211,33,7,0,22
0,859,24,11,0,7
1,880,16,13,0,31
2,886,21,13,0,46
3,874,26,12,0,49
4,824,36,11,0,58
5,812,38,11,1,54
6,830,42,6,2,42
7,795,39,5,0,56
8,765,40,6,0,59
9,740,39,9,0,49
10,713,34,13,0,45
11,684,39,14,0,46
12,678,33,16,0,44
13,661,35,16,0,47
14,633,36,17,0,30
15,633,38,14,0,34
16,595,38,13,0,45
17,556,35,13,0,48
18,519,35,12,1,42
19,487,34,9,0,39
20,460,32,7,1,34
21,417,30,7,1,49
22,390,26,8,0,41
23,371,27,8,1,28
24,331,31,6,1,41
25,303,30,8,1,27
26,281,32,8,0,24
27,256,34,6,0,34
28,255,27,9,0,26
0,870,22,11,0,7
1,857,18,12,0,28
2,844,19,14,0,44
3,828,28,9,0,51
4,785,38,9,0,58
5,731,46,9,1,64
6,742,41,10,0,35
7,717,42,12,1,54
8,682,41,15,0,51
9,658,43,14,0,56
10,619,43,13,0,51
11,593,44,11,0,38
12,557,38,12,0,55
13,510,44,12,0,48
14,492,38,11,0,30
15,474,36,11,0,35
16,444,39,9,0,35
17,417,35,9,0,38
18,399,37,7,0,27
19,387,33,6,0,23
20,368,28,8,0,28
21,329,29,10,0,42
22,312,24,13,0,22
23,288,22,15,0,29
24,274,25,10,1,19
25,262,23,10,0,24
26,250,23,9,0,14
27,230,17,11,0,27
28,217,14,10,1,17
0,845,24,9,0,6
1,852,23,6,1,26
2,856,25,7,0,39
3,834,20,6,2,46
4,791,24,5,0,46
5,736,29,7,0,64
6,693,34,8,0,57
7,676,37,8,0,50
8,639,44,7,0,55
9,654,48,6,0,49
10,601,52,7,0,65
11,606,44,9,0,40
12,576,40,11,0,41
13,532,36,12,1,53
14,511,37,14,0,44
15,485,40,11,0,29
16,463,35,12,0,39
17,465,35,9,0,35
18,455,35,9,0,22
19,443,32,10,1,15
20,435,29,10,0,23
21,416,28,10,1,24
22,403,23,12,0,24
23,380,20,12,0,27
24,342,26,11,0,41
25,313,23,14,0,32
26,285,24,13,0,30
27,246,23,11,0,43
28,227,24,10,1,19
0,835,22,12,0,6
1,855,19,12,0,23
2,845,23,11,0,46
3,812,28,10,0,37
4,773,34,13,0,54
5,731,38,15,0,67
6,708,36,13,2,47
7,653,37,19,0,62
8,625,37,21,0,49
9,602,47,18,1,63
10,552,56,16,0,56
11,536,52,13,0,61
12,536,42,14,1,37
13,506,43,18,0,48
14,503,39,18,0,34
15,485,37,18,0,22
16,462,38,18,0,34
17,435,42,17,0,31
18,432,40,17,2,16
19,439,39,14,1,22
20,427,42,10,0,19
21,405,38,10,0,28
22,399,32,12,0,16
23,374,28,14,1,30
24,345,30,15,0,26
25,340,28,15,1,29
26,308,28,15,0,34
27,270,33,14,0,35
28,259,29,14,1,15
0,843,26,11,0,5
1,850,23,11,0,21
2,859,29,9,0,39
3,839,35,13,0,39
4,816,38,12,0,56
5,807,36,13,0,43
6,788,40,9,1,58
7,777,42,7,0,62
8,728,44,11,0,64
9,692,51,12,0,55
10,670,49,13,1,52
11,621,46,15,0,59
12,598,42,13,1,40
13,579,39,14,0,40
14,575,40,14,1,27
15,583,37,14,1,32
16,559,35,14,0,31
17,539,43,11,0,32
18,530,40,10,2,36
19,501,37,9,0,33
20,477,39,7,0,35
21,457,34,7,1,28
22,418,28,8,2,44
23,393,29,7,0,32
24,360,33,7,0,34
25,332,31,8,0,30
26,320,29,7,1,17
27,302,25,7,0,24
28,272,25,7,1,30
0,873,23,12,0,6
1,884,20,16,0,30
2,858,23,18,0,36
3,841,22,17,1,45
4,811,26,17,0,54
5,762,28,15,0,72
6,749,30,14,0,48
7,714,35,14,0,56
8,674,35,11,0,65
9,630,31,14,0,46
10,582,36,12,0,55
11,526,41,11,0,63
12,500,39,12,0,42
13,468,34,14,1,42
14,504,31,13,0,32
15,479,35,8,1,33
16,475,33,8,0,41
17,464,27,9,0,24
18,452,28,9,0,27
19,433,28,8,0,28
20,406,23,10,0,35
21,371,29,9,1,35
22,346,29,8,0,27
23,332,28,9,0,17
24,328,22,10,0,18
25,329,24,8,0,23
26,318,19,7,0,19
27,305,21,6,1,18
28,285,22,6,0,20
0,892,23,13,0,3
1,883,22,18,0,25
2,861,21,18,1,45
3,856,23,13,1,39
4,866,29,12,0,39
5,798,37,12,0,70
6,769,36,11,1,57
7,768,42,9,0,58
8,752,47,8,0,47
9,707,43,10,0,65
10,672,35,10,0,49
11,622,39,10,0,62
12,594,36,12,0,36
13,583,29,11,1,44
14,565,26,9,0,30
15,558,28,11,0,39
16,539,25,10,0,34
17,507,26,13,0,39
18,479,30,10,0,35
19,446,27,11,0,42
20,429,26,11,0,24
21,398,32,11,0,28
22,366,26,10,0,40
23,336,22,10,0,36
24,312,21,12,0,36
25,289,20,13,0,30
26,267,23,12,0,21
27,249,24,10,0,20
28,229,24,11,0,20
0,889,26,11,0,7
1,909,20,11,0,28
2,930,19,11,2,50
3,946,23,10,1,40
4,922,28,10,0,52
5,919,33,8,1,44
6,900,41,8,1,58
7,851,45,12,0,61
8,811,47,12,1,52
9,803,53,12,0,54
10,764,50,13,0,56
11,731,45,15,0,52
12,709,43,18,0,43
13,683,39,19,1,42
14,664,36,17,0,30
15,616,40,15,0,54
16,590,42,14,1,37
17,564,41,16,0,58
18,534,32,18,0,46
19,509,30,20,1,32
20,494,32,16,1,31
21,443,33,17,1,49
22,411,35,14,0,36
23,374,37,13,0,37
24,345,34,14,0,40
25,328,30,14,0,26
26,304,28,13,0,30
27,278,27,13,0,27
28,251,28,14,0,26
0,902,26,10,0,6
1,891,25,12,1,35
2,883,32,10,0,39
3,881,33,8,1,42
4,879,35,9,0,61
5,888,39,10,0,54
6,870,39,7,1,48
7,833,43,9,0,49
8,797,44,10,0,55
9,768,53,7,0,51
10,728,47,11,0,56
11,704,47,8,3,52
12,678,48,7,0,46
13,648,43,14,0,39
14,663,43,14,0,26
15,632,46,11,0,42
16,593,42,12,1,43
17,566,35,14,2,38
18,563,33,13,0,34
19,514,32,14,0,59
20,473,33,16,0,48
21,439,29,19,1,42
22,411,26,16,0,47
23,387,25,16,0,30
24,372,26,16,0,22
25,344,29,13,2,26
26,320,25,12,0,33
27,288,30,11,0,29
28,274,27,11,1,17
0,888,22,10,0,6
1,929,19,9,1,27
2,942,25,9,0,37
3,925,31,9,0,43
4,923,31,7,1,56
5,919,36,8,0,58
6,876,37,9,0,58
7,831,42,8,0,52
8,802,46,8,1,53
9,792,47,8,0,43
10,772,42,7,2,53
11,772,39,8,1,56
12,751,39,10,0,38
13,711,37,13,0,49
14,691,33,14,0,38
15,664,39,10,0,35
16,621,41,8,0,46
17,576,46,9,0,53
18,530,48,9,0,45
19,485,43,11,0,49
20,448,40,11,0,43
21,427,39,13,0,33
22,396,41,13,1,42
23,377,40,13,0,23
24,356,32,16,0,32
25,327,28,15,1,39
26,295,32,16,0,34
27,258,28,17,0,42
28,261,28,13,1,22
0,883,25,9,0,3
1,931,21,12,0,28
2,932,21,12,1,42
3,905,24,10,2,44
4,885,30,12,0,46
5,910,29,10,1,68
6,868,27,11,0,56
7,841,28,12,0,66
8,823,34,8,0,49
9,824,36,9,2,52
10,785,40,8,0,49
11,756,45,11,0,43
12,720,47,10,0,42
13,687,48,10,0,48
14,674,46,11,0,32
15,632,47,10,0,56
16,578,50,10,0,54
17,565,48,14,0,35
18,534,48,15,0,41
19,507,49,16,0,31
20,463,51,18,0,52
21,446,43,18,0,33
22,428,34,17,1,38
23,386,34,16,1,46
24,343,34,13,1,49
25,314,27,14,0,39
26,300,23,14,0,27
27,283,27,11,0,18
28,268,24,12,0,18
0,879,23,11,0,5
1,922,24,11,0,18
2,907,23,9,1,42
3,888,22,8,0,50
4,839,28,7,1,68
5,844,35,6,0,54
6,813,33,6,1,44
7,785,35,9,0,55
8,746,32,10,0,66
9,727,40,7,1,45
10,700,47,7,0,49
11,668,41,7,0,52
12,645,41,7,0,39
13,610,42,7,0,51
14,592,35,9,0,33
15,577,32,12,0,42
16,532,36,10,0,49
17,498,36,11,0,38
18,469,35,12,0,31
19,444,35,11,1,30
20,401,35,10,0,44
21,378,38,9,0,29
22,358,39,8,0,38
23,326,36,8,0,39
24,305,27,8,1,34
25,285,25,7,0,30
26,264,22,7,0,27
27,254,20,8,0,21
28,256,21,7,0,21
0,891,25,11,0,7
1,930,23,12,0,26
2,907,25,10,1,43
3,875,38,8,0,43
4,851,36,9,0,63
5,805,39,11,1,70
6,793,44,11,0,49
7,769,49,8,0,51
8,740,51,9,0,53
9,720,49,12,0,54
10,678,52,12,0,46
11,633,46,15,0,56
12,626,35,17,1,33
13,597,33,19,0,36
14,608,34,21,0,35
15,572,32,20,1,40
16,514,34,20,0,61
17,482,33,18,0,40
18,463,32,18,0,31
19,440,30,19,0,33
20,426,26,18,0,34
21,395,21,17,0,41
22,362,26,16,0,36
23,331,33,16,0,27
24,305,31,15,0,40
25,282,28,16,0,27
26,269,28,14,0,16
27,252,27,10,0,22
28,232,31,6,2,19
0,866,20,9,0,6
1,900,14,10,0,35
2,913,18,9,0,38
3,897,23,5,0,34
4,854,30,6,1,66
5,808,33,5,0,72
6,805,34,5,0,35
7,783,38,5,0,54
8,764,44,4,0,50
9,727,46,3,0,55
10,685,45,4,0,55
11,652,40,5,0,49
12,616,38,6,0,53
13,570,34,10,0,53
14,544,33,9,0,33
15,523,32,11,0,35
16,502,30,11,0,36
17,473,28,11,0,47
18,445,24,13,0,34
19,415,25,12,0,33
20,390,25,13,0,32
21,351,25,11,0,44
22,313,32,10,0,34
23,290,33,10,1,24
24,261,33,9,1,30
25,238,31,10,0,25
26,215,29,11,0,26
27,208,32,8,1,16
28,199,32,7,0,11
0,841,20,12,1,7
1,864,17,13,0,33
2,856,22,12,0,35
3,843,26,9,2,43
4,815,30,8,0,68
5,762,37,9,0,53
6,733,39,9,0,48
7,670,42,9,0,72
8,614,45,9,1,60
9,580,47,9,0,64
10,576,41,10,1,48
11,535,43,11,1,45
12,514,38,12,1,37
13,481,38,12,0,36
14,463,40,11,0,20
15,453,39,11,0,30
16,444,39,10,0,40
17,424,34,11,0,31
18,406,21,17,0,30
19,371,22,18,0,43
20,359,21,14,0,30
21,334,25,12,0,26
22,325,25,13,0,15
23,299,25,13,1,27
24,273,30,13,0,23
25,256,28,13,0,28
26,234,29,10,0,25
27,222,28,10,0,16
28,207,22,11,1,20
0,880,25,8,0,8
1,902,20,7,1,30
2,878,23,7,0,41
3,870,23,6,0,39
4,809,26,6,0,71
5,811,25,6,0,56
6,788,29,6,0,44
7,750,29,5,0,59
8,702,33,6,0,58
9,653,30,7,0,57
10,649,34,5,0,45
11,617,32,4,1,55
12,590,30,6,0,33
13,552,37,7,0,50
14,523,37,4,0,44
15,500,34,5,0,37
16,454,39,7,0,46
17,417,34,8,0,49
18,400,30,10,1,33
19,395,23,10,0,26
20,365,22,10,1,33
21,335,25,10,0,32
22,313,23,9,0,28
23,303,22,8,0,19
24,296,23,8,0,11
25,276,24,8,0,21
26,256,28,8,0,21
27,234,31,7,0,22
28,215,27,8,0,23
0,872,20,10,1,6
1,934,15,11,0,23
2,920,18,11,1,36
3,913,19,10,0,48
4,880,23,13,0,56
5,861,29,10,1,67
6,834,31,7,0,61
7,817,42,6,0,50
8,778,41,6,0,58
9,747,40,7,0,56
10,717,37,9,0,51
11,672,42,9,0,60
12,639,44,8,0,33
13,614,44,9,0,41
14,596,41,9,0,34
15,608,39,9,0,39
16,574,37,12,0,41
17,553,41,9,0,43
18,522,41,9,0,35
19,503,38,8,0,31
20,474,35,10,0,40
21,482,37,10,1,29
22,445,37,11,0,43
23,431,38,12,0,28
24,406,38,10,0,28
25,382,34,13,0,28
26,352,31,15,0,31
27,344,28,15,0,15
28,347,27,13,0,21
0,858,21,10,1,3
1,893,15,15,0,27
2,890,14,16,0,39
3,885,25,11,0,43
4,858,28,12,0,63
5,806,33,11,0,63
6,799,38,11,0,40
7,769,39,10,0,58
8,734,42,9,0,54
9,718,39,11,0,58
10,695,35,15,0,42
11,641,30,18,0,64
12,631,31,20,0,40
13,593,31,21,1,41
14,562,27,22,0,35
15,531,29,19,1,38
16,506,29,16,0,44
17,469,27,14,1,46
18,437,31,12,0,36
19,408,32,13,0,44
20,383,34,14,0,28
21,372,34,12,0,31
22,344,33,12,2,29
23,332,30,12,0,20
24,315,26,11,0,28
25,287,23,11,0,33
26,270,24,11,0,22
27,244,20,10,1,36
28,223,19,12,0,21
0,876,22,9,1,4
1,907,22,6,0,29
2,937,29,9,0,30
3,911,30,10,0,48
4,876,27,11,1,66
5,839,27,12,0,59
6,819,26,11,0,62
7,773,28,11,0,55
8,717,30,11,1,55
9,658,33,13,0,63
10,626,34,13,0,50
11,598,36,13,0,56
12,577,36,16,1,38
13,544,28,17,1,47
14,521,29,14,2,30
15,495,26,13,0,33
16,450,22,16,1,52
17,398,29,17,0,48
18,373,28,17,0,35
19,337,26,17,0,45
20,324,26,14,1,19
21,275,29,14,0,49
22,255,34,12,0,21
23,247,27,13,0,18
24,241,24,13,0,13
25,227,18,13,0,25
26,205,22,11,0,22
27,182,27,10,0,22
28,166,24,11,0,19
0,881,23,12,0,14
1,894,20,14,0,25
2,922,25,13,1,34
3,974,28,10,1,43
4,961,25,12,0,54
5,922,28,12,0,62
6,913,31,11,0,62
7,865,32,9,1,61
8,845,29,9,1,57
9,806,33,9,0,48
10,773,36,9,0,50
11,738,36,10,1,55
12,725,32,12,0,37
13,691,34,12,0,50
14,673,32,12,0,37
15,647,30,12,0,51
16,619,28,13,0,51
17,571,29,12,0,53
18,529,31,10,1,43
19,510,39,9,0,42
20,462,46,6,0,44
21,416,45,6,0,51
22,395,40,9,0,30
23,376,41,7,0,29
24,335,40,10,0,41
25,307,33,11,0,38
26,292,30,11,0,22
27,269,29,11,0,24
28,258,23,10,1,18
0,860,25,8,1,6
1,905,25,9,0,27
2,915,28,11,0,33
3,920,31,13,0,44
4,892,32,14,1,55
5,891,40,11,0,63
6,872,39,9,1,42
7,848,37,11,0,58
8,794,42,13,0,67
9,748,46,12,1,56
10,715,43,14,2,52
11,708,44,13,0,42
12,679,41,15,1,40
13,629,39,16,0,60
14,595,38,14,1,39
15,574,39,15,0,37
16,546,39,14,0,42
17,519,37,12,0,32
18,481,30,14,0,46
19,446,31,12,0,42
20,416,35,10,0,44
21,381,34,10,0,42
22,355,32,7,1,34
23,331,32,7,0,34
24,310,28,6,0,30
25,277,29,9,0,30
26,261,27,10,1,23
27,242,30,5,0,24
28,228,28,4,1,17
0,853,22,11,0,4
1,850,18,11,0,28
2,913,21,10,0,44
3,907,25,8,1,43
4,848,34,10,1,63
5,832,41,11,0,63
6,799,44,10,2,45
7,776,45,8,0,57
8,728,40,10,0,67
9,743,42,8,0,42
10,726,38,9,1,45
11,684,41,10,0,44
12,638,38,10,0,52
13,595,42,11,0,50
14,585,39,9,2,34
15,575,37,9,0,23
16,545,31,12,0,37
17,503,29,12,0,56
18,479,28,13,1,32
19,444,34,10,1,37
20,408,31,8,1,54
21,393,30,7,0,27
22,375,38,4,0,16
23,355,38,5,0,37
24,317,41,7,0,39
25,297,34,10,0,24
26,272,31,11,1,29
27,257,28,10,0,21
28,239,24,11,1,21
0,923,25,11,0,4
1,973,21,11,0,27
2,1020,25,11,0,29
3,1021,24,11,0,51
4,980,30,10,0,53
5,957,34,9,0,57
6,959,36,8,0,66
7,942,40,9,0,57
8,905,37,10,0,59
9,897,40,10,1,47
10,874,33,9,1,39
11,839,32,11,1,52
12,793,34,13,0,54
13,750,35,12,0,47
14,714,31,12,1,44
15,668,27,12,0,52
16,613,31,12,0,64
17,565,33,10,0,58
18,511,37,8,0,60
19,467,32,10,1,49
20,428,34,8,0,47
21,384,37,10,0,51
22,367,31,11,0,40
23,345,30,12,0,28
24,310,29,13,0,39
25,282,30,12,0,30
26,255,28,16,0,28
27,238,27,14,0,24
28,227,27,13,0,13
0,854,23,10,0,9
1,859,24,11,0,25
