date,state,median,quantile25,quantile75,quanitle975
2021-12-30,Legudeild,14,13,15,17
2021-12-30,Gjörgæsla,6,6,7,8
2021-12-31,Legudeild,19,17,21,26
2021-12-31,Gjörgæsla,7,6,8,10
2022-01-01,Legudeild,24,21,27,33
2022-01-01,Gjörgæsla,8,6,9,12
2022-01-02,Legudeild,28,25,31,38
2022-01-02,Gjörgæsla,8,7,9,13
2022-01-03,Legudeild,32,28,36,43
2022-01-03,Gjörgæsla,9,7,10,14
2022-01-04,Legudeild,35,32,39,47
2022-01-04,Gjörgæsla,9,8,11,15
2022-01-05,Legudeild,39,35,43,52
2022-01-05,Gjörgæsla,10,8,12,16
2022-01-06,Legudeild,43,39,48,56
2022-01-06,Gjörgæsla,11,9,13,16
2022-01-07,Legudeild,48,43,52,61
2022-01-07,Gjörgæsla,11,9,13,18
2022-01-08,Legudeild,51,46,55,64
2022-01-08,Gjörgæsla,12,10,14,19
2022-01-09,Legudeild,54,49,60,70
2022-01-09,Gjörgæsla,13,11,15,19
2022-01-10,Legudeild,57,52,63,73
2022-01-10,Gjörgæsla,14,11,16,21
2022-01-11,Legudeild,61,55,66,77
2022-01-11,Gjörgæsla,15,12,17,22
2022-01-12,Legudeild,64,58,69,80
2022-01-12,Gjörgæsla,15,13,18,22
2022-01-13,Legudeild,66,60,72,83
2022-01-13,Gjörgæsla,16,13,19,23
2022-01-14,Legudeild,68,63,74,87
2022-01-14,Gjörgæsla,17,14,20,24
