day,home,inpatient_ward,intensive_care_unit,death,recovered
0,219,21,5,1,3
1,202,21,5,0,20
2,186,22,3,0,22
3,168,19,4,0,21
4,151,19,5,0,20
5,142,16,5,0,13
6,137,13,6,1,6
7,121,12,5,0,18
8,117,12,4,0,7
9,106,11,3,0,15
10,92,10,4,0,17
11,84,9,3,0,10
12,75,9,2,0,10
13,66,8,1,0,11
14,60,8,1,0,8
15,54,6,1,0,8
16,49,7,1,0,4
17,44,7,1,0,7
18,39,8,1,0,4
19,38,6,1,0,3
20,33,5,1,0,6
21,30,5,1,0,3
22,27,6,1,0,2
23,26,3,2,0,3
24,21,2,2,1,5
25,18,1,2,0,4
26,17,1,2,0,1
27,15,1,2,0,2
0,218,20,4,1,8
1,206,17,4,0,16
2,186,18,4,0,26
3,163,20,4,0,22
4,155,16,3,0,13
5,141,19,3,0,11
6,135,18,3,0,8
7,124,16,3,0,14
8,116,13,5,0,13
9,109,12,4,0,10
10,92,14,4,0,15
11,82,14,3,1,12
12,73,16,3,0,10
13,67,14,2,0,10
14,61,12,2,0,9
15,54,12,2,0,7
16,51,11,2,0,4
17,49,9,2,0,4
18,45,9,3,0,3
19,44,8,1,0,4
20,41,10,1,0,2
21,40,10,1,0,2
22,38,9,1,0,3
23,30,9,1,0,8
24,29,8,2,0,3
25,27,8,2,0,2
26,26,7,2,1,1
27,23,8,1,0,3
0,223,21,3,0,4
1,218,20,3,0,12
2,203,20,3,0,19
3,188,18,3,1,20
4,170,16,3,1,19
5,159,12,3,0,16
6,152,10,3,0,11
7,140,8,3,0,14
8,125,11,2,0,13
9,120,9,2,0,8
10,99,8,3,0,23
11,88,8,3,0,12
12,79,6,4,0,10
13,70,5,4,0,10
14,64,5,4,0,6
15,55,6,3,0,9
16,51,6,2,0,6
17,46,5,2,0,6
18,38,7,1,0,7
19,33,8,1,0,4
20,30,7,1,0,4
21,34,3,1,0,0
22,32,4,1,0,1
23,29,4,1,0,4
24,25,4,1,0,4
25,20,5,0,0,5
26,17,5,0,0,3
27,17,4,0,0,1
0,224,19,6,0,5
1,206,18,6,1,20
2,192,17,6,0,19
3,172,16,7,0,20
4,156,15,6,0,18
5,143,17,3,1,14
6,132,16,2,0,14
