day,home,inpatient_ward,intensive_care_unit,death,recovered
0,390,24,7,0,8
1,359,27,7,0,33
2,331,24,7,1,40
3,289,26,4,2,49
4,268,25,4,0,28
5,255,24,5,0,18
6,230,23,9,0,28
7,197,21,10,0,36
8,170,24,10,0,28
9,158,24,7,0,21
10,148,22,6,0,16
11,133,24,4,0,15
12,118,22,4,0,19
13,113,20,5,0,10
14,104,19,4,1,11
15,101,15,5,1,5
16,94,14,5,0,9
17,85,12,5,0,11
18,76,14,4,0,8
19,72,12,4,0,6
20,67,11,5,0,7
21,63,12,5,0,3
22,58,13,5,0,4
23,55,10,5,0,6
24,50,10,5,0,5
25,44,9,5,0,7
26,40,8,5,1,4
27,37,8,4,0,4
28,56,9,4,0,2
0,392,21,7,0,9
1,373,21,7,1,25
2,344,26,5,0,33
3,301,25,5,1,45
4,276,23,5,1,31
5,252,24,4,1,25
6,222,21,6,1,36
7,183,20,6,0,40
8,157,19,7,0,28
9,134,14,7,2,27
10,116,13,7,0,21
11,102,11,8,1,15
12,95,11,7,1,7
13,87,12,7,0,7
14,82,13,7,0,5
15,80,10,6,1,5
16,69,14,3,0,10
17,65,14,3,0,7
18,61,10,3,0,9
19,58,8,3,1,4
20,50,10,2,0,7
21,44,11,3,0,4
22,40,9,3,0,6
23,38,9,3,0,5
24,36,8,3,0,3
25,30,9,2,1,5
26,27,7,3,0,4
27,21,5,3,1,7
28,21,5,3,0,1
0,394,21,8,0,8
1,366,24,8,0,33
2,321,24,7,0,49
3,287,24,8,0,39
4,261,22,8,2,29
5,226,21,7,0,39
6,195,23,6,0,32
7,171,21,6,0,27
8,156,19,5,0,28
9,140,19,4,0,17
10,125,18,4,1,19
11,118,17,4,0,9
12,106,18,4,0,11
13,92,18,3,0,15
14,83,19,3,0,9
15,75,19,1,0,12
16,74,16,1,1,3
17,72,13,2,0,4
18,69,13,2,0,3
19,64,11,3,1,6
20,54,11,3,0,10
21,51,9,3,0,5
22,48,9,3,0,3
23,44,8,3,0,5
24,38,8,4,1,4
25,33,9,3,0,5
26,31,8,2,0,4
27,28,6,2,1,4
28,25,6,2,0,4
0,397,25,5,1,7
1,373,22,6,0,26
2,343,21,5,0,35
3,289,21,5,1,57
4,255,20,5,0,36
5,225,21,5,0,31
6,198,18,6,0,30
7,168,13,7,1,33
8,143,14,5,1,25
9,129,14,4,0,17
10,111,15,5,0,19
11,99,16,6,0,11
12,89,15,6,0,11
13,79,15,5,0,11
14,74,15,5,0,5
15,67,14,4,0,10
16,55,13,4,0,14
17,49,13,4,0,6
18,46,12,4,0,4
19,40,11,4,0,7
20,33,10,4,0,8
21,33,10,4,0,2
22,33,7,4,0,3
23,34,6,2,0,2
24,30,6,2,0,4
25,30,4,1,0,3
26,30,3,1,0,1
27,29,1,1,0,3
28,28,2,0,0,2
0,399,27,5,0,5
1,380,24,5,1,28
2,346,23,4,1,39
3,304,25,4,0,41
4,275,21,4,0,39
5,232,20,5,0,44
6,205,18,6,0,35
7,182,16,6,0,30
8,164,15,6,0,24
9,142,15,7,0,22
10,129,16,6,1,14
11,118,15,6,0,12
12,105,14,5,1,15
13,99,16,2,0,8
14,92,14,2,0,9
15,84,14,2,0,8
16,75,12,3,0,10
17,68,10,3,0,9
18,63,10,3,0,6
19,51,10,3,0,12
20,45,10,3,0,7
21,34,9,3,0,12
22,33,9,2,1,2
23,29,8,2,0,5
24,27,6,3,0,3
25,25,6,3,0,2
26,24,5,3,1,1
27,22,4,3,0,3
28,21,4,3,0,2
0,393,23,5,0,12
1,379,19,6,2,24
2,342,18,7,0,40
3,296,16,7,0,50
4,265,13,7,1,38
5,233,17,6,0,36
6,217,18,7,0,18
7,178,21,7,0,37
8,157,19,6,2,25
9,137,20,5,0,21
10,121,19,3,1,18
11,111,17,3,0,14
12,99,15,2,0,16
13,94,14,2,0,6
14,86,13,2,0,10
15,83,8,3,1,7
16,73,7,3,1,10
17,71,7,2,0,3
18,63,6,2,0,10
19,56,4,2,0,9
20,50,4,1,0,7
21,47,3,1,0,5
22,44,3,1,0,4
23,38,3,1,0,6
24,32,2,1,0,7
25,29,2,1,0,3
26,28,0,1,0,3
27,26,0,1,0,3
28,24,0,1,0,3
0,406,20,10,0,10
1,382,15,10,1,29
2,351,15,9,0,33
3,298,18,8,0,54
4,276,18,7,0,27
5,246,18,7,1,31
6,214,18,7,0,38
7,186,16,6,1,31
8,168,19,4,0,21
9,152,18,4,0,20
10,140,16,4,0,14
11,130,12,4,1,14
12,116,12,4,0,14
13,106,13,4,0,10
14,93,15,3,0,12
15,76,16,3,0,16
