day,home,inpatient_ward,intensive_care_unit,death,recovered
0,201,19,5,0,5
1,188,16,6,0,19
2,177,14,5,1,17
3,156,12,6,0,23
4,144,14,4,0,14
5,136,13,3,0,11
6,126,11,2,1,12
7,118,9,2,0,10
8,113,7,2,0,8
9,100,5,3,0,16
10,91,6,2,1,10
11,80,6,2,0,11
12,70,5,2,0,12
13,65,3,2,0,8
14,60,2,2,0,6
15,53,3,2,0,6
16,46,3,2,0,7
17,41,4,1,0,5
18,38,2,1,0,5
19,31,2,1,0,8
20,28,3,1,0,2
21,25,2,1,0,4
22,24,1,1,0,2
23,21,1,1,0,3
24,17,2,1,0,3
25,12,3,1,0,5
26,12,2,1,0,1
27,11,2,1,0,1
0,201,18,6,0,5
1,182,18,6,0,23
2,166,14,6,0,22
3,155,13,3,1,15
4,138,12,2,0,20
5,133,9,3,1,7
6,126,9,3,0,8
7,118,10,2,0,9
8,105,9,2,1,13
9,100,7,2,0,9
10,84,7,2,0,17
11,72,6,3,0,12
12,63,6,3,0,10
13,52,10,3,0,7
14,50,9,4,0,3
15,48,7,5,0,3
16,41,7,4,0,8
17,33,7,4,0,8
18,28,7,4,0,5
19,27,8,4,0,1
20,25,7,4,0,3
21,20,8,3,0,5
22,19,7,2,0,3
23,18,7,2,0,2
24,16,6,2,0,3
25,13,7,1,0,3
26,12,7,1,0,1
27,11,7,1,0,1
0,201,20,4,0,4
1,190,17,4,0,17
2,181,15,5,1,14
3,160,14,5,0,23
4,150,13,4,0,13
5,141,13,4,0,10
6,127,12,4,0,15
7,118,11,3,0,11
8,108,12,1,1,10
9,94,10,1,0,17
10,83,9,1,0,12
11,73,9,1,0,11
12,67,6,1,0,9
13,62,5,2,0,6
14,57,4,2,0,7
15,49,5,2,0,7
16,44,4,2,1,5
17,37,5,1,0,7
18,36,4,1,0,2
19,34,2,1,0,4
20,32,2,1,0,2
21,29,2,0,0,4
22,23,2,0,0,6
23,23,2,0,0,0
24,19,2,0,0,4
25,17,1,0,0,3
26,15,1,0,0,2
27,13,1,1,0,2
0,200,20,5,0,4
1,181,19,4,0,23
2,172,15,4,0,15
3,160,11,6,0,19
4,148,11,6,1,14
5,137,12,5,1,10
6,137,13,4,0,4
7,120,19,2,0,14
8,107,17,1,1,16
9,92,17,1,0,15
10,79,17,1,0,13
11,77,15,1,0,4
12,67,12,1,1,12
13,61,11,1,0,7
14,55,11,1,0,6
15,52,12,1,0,2
16,48,10,2,1,4
17,43,9,2,0,6
18,38,8,1,1,6
19,33,7,2,0,7
20,32,7,2,0,2
21,28,6,2,0,5
22,27,6,2,0,2
23,22,7,0,1,5
24,21,5,1,0,2
25,20,5,1,0,3
26,18,4,2,0,2
27,15,4,2,0,3
0,200,19,3,1,6
1,186,17,3,0,21
2,181,15,2,0,14
3,171,13,3,0,15
4,154,13,3,0,20
5,145,12,3,0,15
6,129,10,3,0,18
7,117,10,2,1,14
8,109,10,2,0,8
9,102,10,2,0,8
10,95,9,1,0,10
11,89,8,1,1,6
12,80,9,1,0,8
13,72,9,1,0,9
14,68,9,1,0,4
15,64,9,1,0,4
16,55,9,1,0,9
17,47,8,1,0,9
18,39,8,1,0,8
19,35,7,1,0,5
20,31,5,1,0,6
21,27,4,1,0,5
