day,home,inpatient_ward,intensive_care_unit,death,recovered
0,120,10,3,1,0
1,110,12,2,0,10
2,103,13,2,0,6
3,100,13,2,0,7
4,92,13,2,0,8
5,88,11,2,1,6
6,77,10,3,1,11
7,68,12,2,0,9
8,62,11,2,0,7
9,52,11,1,0,11
10,45,12,0,0,7
11,42,9,0,1,7
12,38,7,0,0,7
13,37,7,0,0,3
14,36,5,0,0,3
15,32,6,0,0,4
16,27,6,0,0,5
17,25,5,1,0,2
18,22,5,1,0,3
19,19,4,2,0,3
20,16,5,1,0,3
21,15,5,0,1,1
22,14,5,0,0,1
23,12,5,0,0,2
24,12,4,0,0,1
25,12,3,1,0,0
26,11,3,1,0,1
27,11,3,1,0,1
0,129,4,4,1,2
1,131,5,3,0,3
2,132,4,4,0,7
3,118,4,4,0,14
4,116,6,3,0,6
5,113,8,1,1,5
6,106,5,1,0,11
7,100,4,1,0,8
8,94,4,1,0,7
9,85,4,1,0,11
10,76,4,1,0,9
11,71,5,0,0,6
12,63,5,0,0,8
13,57,5,0,0,6
14,57,5,0,0,1
15,51,5,0,0,6
16,45,5,1,0,5
17,36,5,1,0,9
18,33,5,1,0,3
19,27,5,1,0,6
20,24,5,1,0,3
21,17,5,1,0,7
22,14,3,2,0,4
23,10,4,2,0,3
24,10,4,1,0,1
25,10,4,1,0,0
26,7,5,1,0,2
27,6,5,1,0,1
0,116,10,4,0,3
1,111,7,5,1,7
2,112,6,6,0,7
3,105,4,5,0,12
4,98,5,4,0,8
5,92,6,3,0,7
6,85,6,3,0,7
7,81,4,2,0,7
8,71,5,2,0,9
9,62,8,2,0,6
10,54,8,2,0,8
11,50,4,3,0,7
12,43,5,3,0,7
13,38,5,3,0,5
14,37,4,3,0,2
15,35,4,3,0,3
16,32,3,3,0,4
17,30,2,3,0,3
18,28,3,2,0,3
19,23,5,1,0,4
20,20,5,1,0,3
21,20,5,1,0,1
22,19,6,1,0,0
23,17,6,1,0,2
24,17,5,0,0,3
25,16,5,0,0,1
26,15,3,1,0,2
27,13,3,1,0,2
0,114,8,4,0,5
1,111,6,4,0,6
2,110,3,4,0,4
3,102,1,3,1,12
4,97,0,4,0,7
5,90,0,4,0,7
6,80,1,4,0,10
7,69,2,3,0,12
8,64,2,3,0,5
9,52,2,3,1,11
10,42,2,3,0,11
11,37,3,2,0,5
12,35,3,2,0,2
13,33,3,2,0,4
14,31,3,2,0,3
15,27,3,2,0,4
16,25,3,2,0,2
17,25,2,2,0,1
18,20,4,2,0,3
19,17,4,1,1,3
20,16,4,1,0,1
21,14,3,1,0,3
22,14,2,1,0,1
23,11,2,0,0,4
24,9,2,0,0,2
25,6,2,0,0,3
26,7,1,0,0,0
27,8,1,0,0,0
0,121,5,5,1,2
1,119,5,4,1,4
2,114,6,3,0,7
3,110,3,4,1,9
4,96,3,4,0,14
5,93,3,4,0,4
6,85,4,4,0,8
7,81,6,3,0,6
8,74,6,4,0,6
9,69,5,4,0,7
10,62,6,3,0,7
11,56,6,3,0,6
12,50,6,3,0,7
13,44,7,2,0,6
14,39,8,2,0,4
15,36,7,1,0,5
16,29,7,1,0,7
17,25,6,1,0,5
18,22,6,1,0,3
19,21,7,1,0,1
20,21,5,1,0,2
21,17,5,1,0,4
22,15,3,1,0,4
23,15,2,1,0,1
24,15,3,0,0,0
25,14,2,0,0,2
26,13,3,0,0,0
27,12,3,0,0,1
0,115,10,4,0,2
1,108,10,4,0,8
2,104,9,6,0,6
3,98,8,5,0,9
4,94,5,5,0,9
5,88,4,5,0,8
6,79,4,5,0,10
7,67,4,5,0,14
8,68,3,5,0,2
9,66,3,5,0,3
10,63,4,4,0,3
11,55,4,5,0,9
12,48,6,5,0,6
13,42,7,4,0,6
14,40,8,3,0,2
15,38,10,1,0,2
16,38,9,1,0,2
17,36,8,2,0,2
18,33,7,2,0,4
19,27,7,2,0,6
20,25,7,2,0,2
21,21,7,2,0,4
22,18,4,2,0,6
23,15,4,2,0,3
24,13,4,2,0,2
25,12,4,1,1,2
26,11,4,1,0,1
27,9,3,1,0,3
0,116,9,4,0,3
1,111,10,3,0,6
2,103,10,3,0,9
3,97,10,3,0,7
4,89,9,3,0,11
5,86,9,2,0,5
6,79,6,2,0,10
7,74,5,2,0,6
8,70,5,2,0,5
9,57,6,2,0,12
10,51,4,2,0,8
11,46,3,2,1,6
12,40,3,1,0,7
13,34,2,2,0,6
14,30,3,2,0,3
15,29,2,2,0,2
16,27,3,1,0,2
17,25,3,1,0,2
18,22,3,1,0,3
19,20,3,1,0,2
20,16,3,1,0,4
21,15,3,1,0,1
22,15,3,1,0,0
23,13,1,1,0,4
24,12,1,1,0,1
25,11,2,0,0,1
26,10,3,0,0,1
27,9,3,0,0,1
0,120,10,3,0,2
1,111,10,3,0,10
2,107,8,3,0,6
3,102,9,3,0,8
4,95,10,2,0,7
5,87,9,2,0,10
6,80,8,2,1,7
7,71,5,2,0,12
8,63,6,2,0,7
9,58,6,1,0,6
10,51,6,1,0,8
11,46,7,0,0,6
12,41,6,0,0,6
13,35,7,0,0,5
14,32,8,0,0,2
15,29,8,0,0,3
16,22,8,0,0,7
17,19,6,1,0,4
