day,home,inpatient_ward,intensive_care_unit,death,recovered
0,350,27,5,0,6
1,321,25,5,0,40
2,277,21,5,0,52
3,271,22,5,0,12
4,246,21,5,0,28
5,221,19,5,0,29
6,195,18,4,1,27
7,159,17,3,0,41
8,148,15,3,0,16
9,132,12,5,0,19
10,119,7,6,0,17
11,110,6,6,0,10
12,99,10,5,0,9
13,87,10,5,0,13
14,86,6,5,0,7
15,82,5,5,0,5
16,70,8,3,0,11
17,59,11,2,0,9
18,53,11,2,0,7
19,50,9,2,0,7
20,45,8,2,0,6
21,41,7,2,0,5
22,33,6,3,0,8
23,30,6,3,0,3
24,27,5,3,0,4
25,22,5,3,0,6
26,20,6,3,0,1
27,20,4,4,0,1
28,21,3,4,0,1
0,352,22,6,0,7
1,324,21,7,2,33
2,283,19,6,1,47
3,263,20,4,0,29
4,240,18,5,0,26
5,210,18,5,1,29
6,188,17,4,0,26
7,159,18,4,0,29
8,143,21,4,1,16
9,130,17,4,0,19
10,124,18,3,0,7
11,111,17,2,0,16
12,104,14,2,0,10
13,89,11,3,0,18
14,85,8,3,1,6
15,74,8,3,0,11
16,64,7,3,0,11
17,58,6,3,1,6
18,49,5,3,2,8
19,42,6,3,0,6
20,43,4,3,0,2
21,34,6,2,0,8
22,30,7,2,0,3
23,28,6,1,1,3
24,27,4,1,0,3
25,25,4,1,0,2
26,21,4,0,1,4
27,19,3,0,0,3
28,35,3,0,0,4
0,343,29,5,0,10
1,321,28,4,1,30
2,288,27,5,0,39
3,268,25,6,0,24
4,239,24,5,0,33
5,215,25,2,1,28
6,195,25,2,0,21
7,165,21,4,0,36
8,145,17,6,0,24
9,133,14,8,0,15
10,119,9,9,0,18
11,107,8,8,0,18
12,101,8,8,0,7
13,94,6,8,0,11
14,91,6,7,0,6
15,82,6,7,0,9
16,74,5,6,0,10
17,67,5,5,0,8
18,54,4,5,0,14
19,46,6,4,0,7
20,43,7,3,0,3
21,43,6,2,0,2
22,41,4,2,0,4
23,38,4,2,0,3
24,38,4,2,0,0
25,37,3,2,0,3
26,33,3,2,0,4
27,26,4,2,0,6
28,46,3,2,0,3
0,359,28,5,0,5
1,335,27,6,0,30
2,305,27,5,1,36
3,277,25,5,1,31
4,253,27,5,0,31
5,232,26,3,0,26
6,205,25,2,0,32
7,180,22,3,1,28
8,160,22,3,0,21
9,140,24,3,1,18
10,125,23,4,0,18
11,111,24,3,0,14
12,104,19,5,1,10
13,98,16,5,0,10
14,94,15,5,0,5
15,85,14,5,0,11
16,80,15,4,0,5
17,72,14,4,0,10
18,65,12,5,0,8
19,59,11,5,0,7
20,55,9,6,0,5
21,47,8,6,0,9
22,46,5,6,0,6
23,42,5,6,0,4
