day,home,inpatient_ward,intensive_care_unit,death,recovered
0,166,15,4,1,4
1,158,13,3,1,15
2,150,11,3,0,13
3,138,12,2,0,16
4,130,11,2,0,11
5,125,9,2,0,9
6,114,9,2,0,13
7,102,9,1,0,13
8,92,9,1,0,11
9,86,9,1,0,7
10,84,7,1,0,5
11,75,7,1,0,12
12,62,7,1,0,13
13,56,8,1,0,5
14,52,8,1,0,5
15,49,7,2,0,3
16,47,6,2,0,3
17,43,5,2,0,5
18,41,4,2,0,3
19,39,3,2,0,3
20,36,2,1,0,6
21,32,2,1,0,4
22,33,0,1,0,1
23,29,0,1,0,4
24,23,0,1,0,6
25,17,0,1,0,6
26,12,0,1,0,5
27,11,0,1,0,1
0,166,16,4,0,4
1,151,13,4,0,19
2,138,13,4,0,15
3,136,9,5,1,9
4,127,10,5,0,9
5,118,11,4,0,14
6,105,12,3,0,13
7,103,11,2,1,4
8,87,11,2,0,17
9,80,10,1,0,9
10,79,7,0,0,6
11,65,9,0,0,12
12,60,8,1,0,7
13,59,6,1,0,3
14,51,5,1,0,9
15,49,4,1,0,4
16,45,4,1,0,4
17,43,3,1,0,3
18,41,2,1,0,3
19,37,2,1,0,4
20,31,2,1,0,6
21,28,3,1,0,2
22,24,4,1,0,4
23,22,4,1,0,2
24,22,4,1,0,0
25,17,3,1,0,6
26,15,4,2,0,0
27,10,5,2,0,4
0,165,15,4,0,6
1,165,11,4,0,11
2,165,8,3,0,13
3,154,8,3,0,14
4,148,6,2,1,11
5,138,7,1,0,11
6,126,6,1,0,14
7,119,6,1,0,8
8,110,5,1,0,12
9,98,5,1,0,12
10,85,6,1,0,13
11,68,7,2,0,15
12,64,8,1,0,5
13,64,5,1,0,5
14,59,4,1,0,6
15,55,4,0,0,5
16,54,5,0,0,2
17,50,3,0,0,6
18,44,3,0,0,6
19,37,3,0,0,7
20,29,1,0,1,9
21,26,1,0,0,3
22,21,1,0,0,5
23,20,1,0,0,1
24,17,1,0,0,3
25,17,1,0,0,0
26,15,1,0,0,2
27,12,1,0,0,3
0,172,13,4,0,3
1,164,12,5,1,10
2,148,14,5,0,18
3,143,13,5,0,7
4,139,10,5,1,10
5,126,9,7,0,13
6,112,9,6,0,17
7,101,8,6,0,13
8,92,6,6,0,12
9,86,6,6,0,10
10,83,5,6,0,5
11,70,9,4,0,11
12,62,7,5,0,9
13,59,5,5,0,5
14,53,4,5,0,7
15,50,5,4,0,5
16,46,5,4,0,4
17,41,5,4,0,5
18,39,4,4,0,3
19,34,4,3,0,6
20,31,4,3,0,4
21,28,4,3,0,3
22,25,3,3,0,4
23,23,3,3,0,2
24,21,3,3,0,3
25,14,5,3,0,5
26,14,6,2,0,0
27,14,4,1,1,2
0,162,14,4,0,8
1,160,12,4,0,10
2,148,9,4,0,19
3,132,11,3,0,17
4,132,9,3,0,6
5,126,9,3,0,6
6,118,8,4,0,11
7,110,8,4,0,9
8,98,7,4,0,14
9,83,8,3,0,15
10,76,9,3,0,8
11,70,9,3,0,6
12,63,9,3,0,7
13,59,9,3,0,6
14,55,9,3,0,5
15,52,7,4,0,4
16,49,7,4,0,3
17,41,9,4,0,6
18,39,7,4,0,4
19,31,8,4,0,7
20,27,7,4,0,5
21,20,8,3,0,8
22,21,7,3,0,2
23,21,7,3,0,0
24,19,7,3,0,2
25,17,4,3,1,4
26,18,4,3,0,0
27,18,5,2,0,0
0,174,17,4,0,6
1,173,12,5,0,8
2,156,11,5,0,18
3,152,9,5,0,9
4,146,7,5,0,12
5,134,7,5,0,13
6,125,6,5,0,10
7,120,5,5,0,8
8,115,5,3,0,8
9,97,7,2,0,17
10,92,7,2,0,6
11,85,8,2,0,9
12,80,7,2,0,6
13,76,8,2,1,2
14,65,8,1,0,12
15,59,8,1,0,6
16,51,8,1,0,8
17,47,7,1,0,5
18,39,8,0,0,8
19,34,7,0,0,6
20,25,7,0,0,9
21,24,4,1,0,4
22,20,4,1,0,4
23,15,4,1,0,5
24,14,4,1,0,1
25,14,2,1,0,2
26,12,1,1,0,3
27,12,1,1,0,0
0,164,17,4,0,6
1,151,19,3,0,17
2,146,13,4,0,13
3,139,13,3,0,12
4,132,13,2,0,10
5,123,11,1,0,13
6,118,10,2,0,8
7,111,10,2,0,9
8,100,11,2,1,12
9,93,12,1,0,9
10,82,10,1,0,14
11,76,9,1,0,8
12,72,9,1,0,5
13,71,9,1,0,4
14,64,10,1,0,6
15,56,9,1,1,8
16,50,8,1,0,7
17,45,9,0,0,5
18,41,9,0,0,4
19,36,8,1,0,5
20,36,7,1,0,1
21,35,7,0,0,3
22,34,6,0,0,2
23,30,6,0,0,4
24,25,6,0,0,5
25,23,5,0,0,3
26,19,5,0,0,4
27,19,3,0,0,2
0,167,14,4,0,3
1,162,12,4,0,12
2,145,10,3,0,20
3,140,9,3,0,11
4,132,8,3,0,10
5,123,8,3,0,9
6,118,8,4,0,5
7,114,7,3,1,7
8,100,7,3,0,15
9,82,6,3,0,20
10,70,7,2,0,12
11,58,7,2,0,12
12,52,7,3,0,5
13,47,6,4,0,5
14,40,6,4,0,7
15,35,6,4,0,5
16,32,5,4,0,4
17,31,4,4,0,2
18,24,4,4,0,7
19,20,5,3,0,4
20,18,5,3,0,2
21,16,3,3,0,4
22,14,3,3,0,2
23,12,3,3,0,2
24,9,4,2,1,2
25,9,4,2,0,0
26,8,4,2,0,1
27,8,5,1,0,0
0,166,13,5,0,7
1,167,11,5,0,11
2,158,11,5,0,10
3,146,12,4,0,12
4,136,11,4,0,14
5,130,9,4,0,9
6,124,7,5,0,9
7,114,5,5,0,13
8,98,6,4,0,17
9,84,7,3,0,14
10,72,6,4,0,13
11,64,6,5,0,8
12,59,5,5,0,6
